system:index,total_evaporation_sum
19830131,-0.00432255552846986
19830201,-0.004112492792021696
19830202,-0.003568281495870132
19830203,-0.003418870903888793
19830204,-0.003420236431060347
19830205,-0.0032631099052204543
19830206,-0.003325580651029991
19830207,-0.00321892737866437
19830208,-0.0034186537152023685
19830209,-0.0027467380922033846
19830210,-0.003068324900191274
19830211,-0.002942824863536232
19830212,-0.0034584624420215433
19830213,-0.0035632075118975813
19830214,-0.002998304400880611
19830215,-0.003901894430299485
19830216,-0.003888265684065294
19830217,-0.003286133716170935
19830218,-0.0020491120083969924
19830219,-0.0018457749904865653
19830220,-0.0025205095197657914
19830221,-0.0030677400958397157
19830222,-0.0031415157299231177
19830223,-0.0029151760391574397
19830224,-0.00298712113968183
19830225,-0.0033120990210714603
19830226,-0.0035625899744496166
19830227,-0.0032919465783615336
19830228,-0.0034426063198014544
19830301,-0.003770663052786074
19830302,-0.0036807881237792385
19830303,-0.0035557990497025443
19830304,-0.0027040306432840064
19830305,-0.0037578131776393906
19830306,-0.003482876059116582
19830307,-0.0036844255679949964
19830308,-0.00375899871174777
19830309,-0.0035647564558492595
19830310,-0.0021235276228587377
19830311,-0.0023925912556881745
19830312,-0.0032450567503329304
19830313,-0.002981631283249976
19830314,-0.0027886812747281668
19830315,-0.0025310057956094948
19830316,-0.0023609012416391808
19830317,-0.002120630621304981
19830318,-0.0032593765152023006
19830319,-0.002384861619468157
19830320,-0.0019316732087251015
19830321,-0.003378163422074992
19830322,-0.003596688535365142
19830323,-0.003786310954930376
19830324,-0.0030497189886588855
19830325,-0.0025849140452692656
19830326,-0.0027800400817974266
19830327,-0.0030614183330006832
19830328,-0.002859891068142564
19830329,-0.0034761800631873258
19830330,-0.003412316280946618
19830331,-0.0031325490105506577
19830401,-0.002873091351616493
19830402,-0.0026009290781446293
19830403,-0.0023145334036383377
19830404,-0.0027114038434097854
19830405,-0.003243799427482525
19830406,-0.002940827792967971
19830407,-0.0027541980654121135
19830408,-0.0022588587279164787
19830409,-0.001991142896546141
19830410,-0.0021955361962599433
19830411,-0.0021120621095654314
19830412,-0.0011399438827180788
19830413,-0.0023362240979580493
19830414,-0.0025098631475078633
19830415,-0.0024935881201405457
19830416,-0.0017000659188850002
19830417,-0.0022558667242006196
19830418,-0.002891978889053674
19830419,-0.0021434437930827493
19830420,-0.0024538763414956905
19830421,-0.0019663456325794623
19830422,-0.0024031564733821413
19830423,-0.0010282186847034934
19830424,-0.0021928389308243975
19830425,-0.001795489353993998
19830426,-0.0021156731244998117
19830427,-0.0018908422953138428
19830428,-0.0013884286927553404
19830429,-7.74848883653559E-4
19830430,-0.0016487629246739455
19830501,-0.001129625375676026
19830502,-7.478141459349054E-4
19830503,-0.0018267871060277273
19830504,-0.0018066220958725362
19830505,-0.002291883914765398
19830506,-0.002155412664285236
19830507,-0.002157493948614234
19830508,-0.0021242722848780135
19830509,-0.002215776260570346
19830510,-0.002026667834397967
19830511,-0.0016989277265937832
19830512,-0.0016286954358182624
19830513,-0.0017738354059115616
19830514,-0.0018193624580692541
19830515,-0.001434924036427407
19830516,-0.0018489330725991173
19830517,-0.0010890390014855259
19830518,-0.00112785010113619
19830519,-0.0012598309734766432
19830520,-8.175833442529183E-4
19830521,-0.0012208287637172134
19830522,-0.001211694504307882
19830523,-0.0013951631325657922
19830524,-0.0011878955872298067
19830525,-9.305134022677246E-4
19830526,-0.0014686044988891933
19830527,-9.820873421252237E-4
19830528,-0.0021018223435169997
19830529,-0.0017980768001758488
19830530,-0.001625731299137886
19830531,-0.0015073184063060965
19830601,-0.0013766897449338728
19830602,-9.801206788994684E-4
19830603,-0.001612272253880586
19830604,-0.001775045288356219
19830605,-0.001586008881309358
19830606,-0.0013269381200942015
19830607,-0.0013011451151155485
19830608,-0.0012257539427157522
19830609,-0.0013450069460237562
19830610,-0.0013726358315285674
19830611,-0.0012876540175616846
19830612,-0.001433282550251046
19830613,-0.0013064994665716561
19830614,-0.0012157174968670025
19830615,-0.0010974619430807145
19830616,-9.203871313519055E-4
19830617,-0.0010537249475215465
19830618,-6.543592192271949E-4
19830619,-0.001252447960812571
19830620,-8.642448823330445E-4
19830621,-8.062716016603499E-4
19830622,-7.839143416720895E-4
19830623,-0.001125548204075969
19830624,-0.0013191780856177527
19830625,-0.0011736363342075393
19830626,-0.0013579012871515455
19830627,-0.0013320057466719836
19830628,-0.0011953802792899174
19830629,-0.001421933005141693
19830630,-0.0014819374093952146
19830701,-0.0017599665404100465
19830702,-0.0013588011850243927
19830703,-0.0010663569323870292
19830704,-9.274530785824744E-4
19830705,-0.0011303836965934845
19830706,-0.0013328044798701945
19830707,-0.0012386893406266804
19830708,-0.0014192695065073874
19830709,-0.0011757875978853013
19830710,-0.001003963465228403
19830711,-0.001427776929434142
19830712,-0.0011283608906107808
19830713,-0.0011825215598338355
19830714,-9.600503484912631E-4
19830715,-0.0011375535631714853
19830716,-0.0013202177541906997
19830717,-9.8552853758907E-4
19830718,-9.747646345298193E-4
19830719,-0.001386818324133982
19830720,-0.0014045540457893497
19830721,-6.969908428928015E-4
19830722,-0.0015984744121111422
19830723,-8.339013443940811E-4
19830724,-9.44737555786521E-4
19830725,-0.0011664216328194036
19830726,-0.0014214768907889396
19830727,-0.0017867687914444627
19830728,-0.0013351831293852445
19830729,-0.0020685141734724547
19830730,-0.001472245202897885
19830731,-0.0012851008898556336
19830801,-0.001681439847509061
19830802,-0.0013180319662890842
19830803,-0.001365262906373611
19830804,-0.0010258159061824973
19830805,-0.0011118032652692694
19830806,-0.0017912356083173383
19830807,-0.0017179950751384833
19830808,-0.0017674760942164446
19830809,-0.001895740516680492
19830810,-0.0016253547199671819
19830811,-0.001608033740959981
19830812,-0.001538405832308814
19830813,-0.0014616567493965038
19830814,-0.001316418795784814
19830815,-0.00134166895440244
19830816,-0.0016454224434215455
19830817,-0.001585213424858508
19830818,-0.001724697959107956
19830819,-0.0015006677989222938
19830820,-0.001912429946764407
19830821,-0.0017629734040250841
19830822,-0.0016995938174915513
19830823,-0.0015396438377445918
19830824,-0.0016594214839797572
19830825,-0.0012368273599785656
19830826,-0.0021604612317926352
19830827,-0.0019067499639552111
19830828,-0.0018070972673285832
19830829,-0.0020489137848759076
19830830,-0.0023333294560670516
19830831,-0.0022239607070573364
19830901,-0.002233520502527589
19830902,-0.0026070198467573165
19830903,-0.0023617466737445732
19830904,-0.0019853956922926226
19830905,-0.002734044047298745
19830906,-0.0029518734085775657
19830907,-0.002559226840408506
19830908,-0.0031941953313981628
